Abbreviation,Type_cond,Type,Support/Copolymer/metal-organic framework (MOF),IL Cation name,IL Cation SMILE,IL Anion name,IL Anion SMILE,PIL Monomer Cation name,PIL Monomer Cation SMILE,PIL Anion name,PIL Anion SMILE,Full Name,Material 1,Material 2,Material 3,Material 4,Material 5,Material 6,Temperatures (degC),Pressures (bar),P,P(CO2) Error,alph,alphErr,DOI URL,Article Title,Authors,Journal,J_abb,Volume,Page,Year,Institutions,Corresponding Author,Corresponding Author Email,Corresponding Author Institution
6FDA–MDA 10 mol% [C12(DAPIM)2][Tf2N]2 random,PIL-BCP,PIL-CP,"[2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]]-[m-phenylenediamine [MDA]] copolyimide",,,,,"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",NCCC[N+]1=CN(CCCCCCCCCCCC[N+]2=CN(CCCN)C=C2)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"Random copolyimide: (2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]) and (m-phenylenediamine [MDA] with 10 mol% [1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]",m-phenylenediamine [MDA],"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",bis(trifluoromethylsulfonyl)imide [Tf2N],,,35,10,7.5,,25.8,,https://dx.doi.org/10.1016/j.eurpolymj.2012.11.016,Synthesis of room temperature ionic liquids based random copolyimides for gas separation applications,"Li, Pei; Coleman, Maria R.",European Polymer Journal,Eur. Polym. J.,49 (2),482-491,2013,"The University of Toledo, Toledo, OH, USA","Coleman, Maria R.",maria.coleman@utoledo.edu,"The University of Toledo, Toledo, OH, USA"
6FDA–MDA 20 mol% [C12(DAPIM)2][Tf2N]2 random,PIL-BCP,PIL-CP,"[2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]]-[m-phenylenediamine [MDA]] copolyimide",,,,,"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",NCCC[N+]1=CN(CCCCCCCCCCCC[N+]2=CN(CCCN)C=C2)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"Random copolyimide: (2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]) and (m-phenylenediamine [MDA] with 20 mol% [1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]",m-phenylenediamine [MDA],"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",bis(trifluoromethylsulfonyl)imide [Tf2N],,,35,10,3.5,,29.3,,https://dx.doi.org/10.1016/j.eurpolymj.2012.11.016,Synthesis of room temperature ionic liquids based random copolyimides for gas separation applications,"Li, Pei; Coleman, Maria R.",European Polymer Journal,Eur. Polym. J.,49 (2),482-491,2013,"The University of Toledo, Toledo, OH, USA","Coleman, Maria R.",maria.coleman@utoledo.edu,"The University of Toledo, Toledo, OH, USA"
Poly([vbim][Tf2N]),PIL,PIL,,,,,,1-vinyl-3-methylimidazolium [vmim],C=CN1C=[N+](C=C1)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-butyl imidazolium [vbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]),1-vinyl-3-butyl imidazolium [vbim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,,35,10,101.4,0.5,22.3,,https://dx.doi.org/10.1021/ie2005884,CO2 Separation from Flue Gas Using Polyvinyl-(Room Temperature Ionic Liquid)–Room Temperature Ionic Liquid Composite Membranes,"Li, Pei; Pramoda, K. P.; Chung, Tai-Shung",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,50 (15),9344-9353,2011,"National University of Singapore, Singapore, Singapore ; Institute of Materials Research and Engineering, Singapore","Chung, Tai-Shung",chencts@nus.edu.sg,"National University of Singapore, Singapore, Singapore"
Poly([vbim][Tf2N])-60 wt% [bmim][Tf2N] composite,PIL-IL,PIL-IL,,1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,1-vinyl-3-methylimidazolium [vmim],C=CN1C=[N+](C=C1)CCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-butyl imidazolium [vbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]) with 60 wt% {[1-Butyl-3-methylimidazolium [bmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} composite,1-vinyl-3-butyl imidazolium [vbim],1-Butyl-3-methylimidazolium [bmim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,35,10,559.5,1.8,25.9,,https://dx.doi.org/10.1021/ie2005884,CO2 Separation from Flue Gas Using Polyvinyl-(Room Temperature Ionic Liquid)–Room Temperature Ionic Liquid Composite Membranes,"Li, Pei; Pramoda, K. P.; Chung, Tai-Shung",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,50 (15),9344-9353,2011,"National University of Singapore, Singapore, Singapore ; Institute of Materials Research and Engineering, Singapore","Chung, Tai-Shung",chencts@nus.edu.sg,"National University of Singapore, Singapore, Singapore"
SBS,No IL Membrane,No IL Membrane,,,,,,,,,,Poly(styrene-block-butadiene-block-styrene) [SBS],Poly(styrene-block-butadiene-block-styrene) [SBS],,,,,,35,0.1,372,,16.4,,https://dx.doi.org/10.1016/j.cej.2017.04.030,Hybrid membranes of nanostructrual copolymer and ionic liquid for carbon dioxide capture,"Lim, Jung Yup; Kim, Jin Kyu; Lee, Chang Soo; Lee, Jung Min; Kim, Jong Hak.",Chemical Engineering Journal,Chem. Eng. J.,322,254-262,2017,"Yonsei University, Seoul, South Korea ; Agency for Defense Development, Daejeon, South Korea","Kim, Jong Hak",jonghak@yonsei.ac.kr,"Yonsei University, Seoul, South Korea"
SBS-g-POEM,No IL Membrane,No IL Membrane,,,,,,,,,,Poly(styrene-block-butadiene-block-styrene) [SBS]-graft-poly(oxyethylene methacrylate) [POEM],Poly(styrene-block-butadiene-block-styrene) [SBS],poly(oxyethylene methacrylate) [POEM],,,,,35,0.1,407,,21.6,,https://dx.doi.org/10.1016/j.cej.2017.04.030,Hybrid membranes of nanostructrual copolymer and ionic liquid for carbon dioxide capture,"Lim, Jung Yup; Kim, Jin Kyu; Lee, Chang Soo; Lee, Jung Min; Kim, Jong Hak.",Chemical Engineering Journal,Chem. Eng. J.,322,254-262,2017,"Yonsei University, Seoul, South Korea ; Agency for Defense Development, Daejeon, South Korea","Kim, Jong Hak",jonghak@yonsei.ac.kr,"Yonsei University, Seoul, South Korea"
[SBS-g-POEM]/20 wt% [emim][dca],Polymer-IL,Polymer-IL,Poly(styrene-block-butadiene-block-styrene) [SBS]-graft-poly(oxyethylene methacrylate) [POEM],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Dicyanamide [DCA],N%23C[N-]C%23N,,,,,[Poly(styrene-block-butadiene-block-styrene) [SBS]-graft-poly(oxyethylene methacrylate) [POEM]] with 20 wt% {[1-Ethyl-3-methylimidazolium [emim]] [Dicyanamide [dca]]},Poly(styrene-block-butadiene-block-styrene) [SBS],poly(oxyethylene methacrylate) [POEM],1-Ethyl-3-methylimidazolium [emim],Dicyanamide [dca],,,35,0.1,457,,24.7,,https://dx.doi.org/10.1016/j.cej.2017.04.030,Hybrid membranes of nanostructrual copolymer and ionic liquid for carbon dioxide capture,"Lim, Jung Yup; Kim, Jin Kyu; Lee, Chang Soo; Lee, Jung Min; Kim, Jong Hak.",Chemical Engineering Journal,Chem. Eng. J.,322,254-262,2017,"Yonsei University, Seoul, South Korea ; Agency for Defense Development, Daejeon, South Korea","Kim, Jong Hak",jonghak@yonsei.ac.kr,"Yonsei University, Seoul, South Korea"
[6FDA-Durene]-10wt% HKUST-1-20wt% [emim][Tf2N],MMM,MMM,"Copper benzene-1,3,5-tricarboxylate [HKUST-1]",1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"([4,4?-(hexafluoroisopropylidene) diphthalic anhydride [6FDA]]-[2,3,5,6-tetramethyl-1,3-phenyldiamine [Durene]]) with 10 wt% (Copper benzene-1,3,5-tricarboxylate [HKUST-1]) and 20 wt% {[1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} mixed matrix membrane","4,4?-(hexafluoroisopropylidene) diphthalic anhydride [6FDA]","2,3,5,6-tetramethyl-1,3-phenyldiamine [Durene]","Copper benzene-1,3,5-tricarboxylate [HKUST-1]",1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,25,2,145,4.7,17.9,1.21,https://dx.doi.org/10.1021/acsami.6b11074,Ionic Liquids as the MOFs/Polymer Interfacial Binder for Efficient Membrane Separation,"Lin, Rijia; Ge, Lei; Diao, Hui; Rudolph, Victor; Zhu, Zhonghua.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,8 (46),32041-32049,2016,"The University of Queensland, Brisbane, Australia","Zhu, Zhonghua",z.zhu@uq.edu.au,"The University of Queensland, Brisbane, Australia"
[bmim][dca],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Dicyanamide [DCA],N%23C[N-]C%23N,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[1-Butyl-3-methylimidazolium [bmim]] [Dicyanamide [dca]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],Dicyanamide [dca],,,,30,2,4788,,5.99,,https://dx.doi.org/10.1016/j.ijggc.2016.07.041,CO2 separation by supported ionic liquid membranes and prediction of separation performance,"Liu, Zhen; Liu, Cheng; Li, Longfei; Qin, Wei; Xu, Airong.",International Journal of Greenhouse Gas Control,Int. J. Greenhouse Gas Control.,53,79-84,2016,"Henan University of Science and Technology, Luoyang, Henan, China","Liu, Zhen",liuz@haust.edu.cn,"Henan University of Science and Technology, Luoyang, Henan, China"
[bmim ][Ac],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Acetate [Ac],CC([O-])=O,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[1-Butyl-3-methylimidazolium [bmim]] [Acetate [Ac]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],Acetate [Ac],,,,30,2,520,,22.61,,https://dx.doi.org/10.1016/j.ijggc.2016.07.041,CO2 separation by supported ionic liquid membranes and prediction of separation performance,"Liu, Zhen; Liu, Cheng; Li, Longfei; Qin, Wei; Xu, Airong.",International Journal of Greenhouse Gas Control,Int. J. Greenhouse Gas Control.,53,79-84,2016,"Henan University of Science and Technology, Luoyang, Henan, China","Liu, Zhen",liuz@haust.edu.cn,"Henan University of Science and Technology, Luoyang, Henan, China"
[bmim][TfO],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Triflate [CF3SO3],O=S([O-])(C(F)(F)F)=O,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[1-Butyl-3-methylimidazolium [bmim]] [Triflate [CF3SO3]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],Triflate [CF3SO3],,,,30,2,857,,13.6,,https://dx.doi.org/10.1016/j.ijggc.2016.07.041,CO2 separation by supported ionic liquid membranes and prediction of separation performance,"Liu, Zhen; Liu, Cheng; Li, Longfei; Qin, Wei; Xu, Airong.",International Journal of Greenhouse Gas Control,Int. J. Greenhouse Gas Control.,53,79-84,2016,"Henan University of Science and Technology, Luoyang, Henan, China","Liu, Zhen",liuz@haust.edu.cn,"Henan University of Science and Technology, Luoyang, Henan, China"
[bmim][Tf2N],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[1-Butyl-3-methylimidazolium [bmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,30,2,3883,,6.13,,https://dx.doi.org/10.1016/j.ijggc.2016.07.041,CO2 separation by supported ionic liquid membranes and prediction of separation performance,"Liu, Zhen; Liu, Cheng; Li, Longfei; Qin, Wei; Xu, Airong.",International Journal of Greenhouse Gas Control,Int. J. Greenhouse Gas Control.,53,79-84,2016,"Henan University of Science and Technology, Luoyang, Henan, China","Liu, Zhen",liuz@haust.edu.cn,"Henan University of Science and Technology, Luoyang, Henan, China"
TSIL@NH2-MIL-101(Cr),MMM,MMM,NH2-MIL-101(Cr),1-Propylamine-butylimidazolium [PAbim],CCCC[N+]1=CN(CCCN)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1] filled with 5 wt% {[1-Propylamine-butylimidazolium [PAbim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} at [NH2-MIL-101(Cr)]","[5,5 ?,6,6 ?-tetrahydroxy-3,3,3 ?,3 ?-tetramethyl-1,1 ?-spirobisindane (TTSBI)] and [2,3,5,6- tetrafluoroterephthalodinitrile (TFTPN)] copolymer [PIM-1]",1-Propylamine-butylimidazolium [PAbim],NH2-MIL-101(Cr),bis(trifluoromethylsulfonyl)imide [Tf2N],,,25,3,2979,,37.24,,https://dx.doi.org/10.1039/C6TA02611G,Fabrication of mixed-matrix membrane containing metal-organic framework composite with task-specific ionic liquid for efficient CO2 separation,"Ma, Jing; Ying, Yunpan; Guo, Xiangyu; Huang, Hongliang; Liu, Dahuan; Zhong, Chongli.",Journal of Materials Chemistry A,J. Mater. Chem. A.,4 (19),7281-7288,2016,"Beijing University of Chemical Technology, Beijing, China ","Zhong, Chongli",zhongcl@mail.buct.edu.cn,"Beijing University of Chemical Technology, Beijing, China "
[emim][B(CN)4],SILM,SILM,Porous hydrophilic polyethersulfone [PES],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Tetracyanoborate [B(CN)4],N%23C[B-](C%23N)(C%23N)C%23N,,,,,Porous hydrophilic polyethersulfone [PES] supported {[1-Ethyl-3-methylimidazolium [emim]] [Tetracyanoborate [B(CN)4]]},Porous hydrophilic polyethersulfone [PES],1-Ethyl-3-methylimidazolium [emim],Tetracyanoborate [B(CN)4],,,,N/A,N/A,2040,60,53,6,https://dx.doi.org/10.1039/c2ra22342b,"High CO2 solubility, permeability and selectivity in ionic liquids with the tetracyanoborate anion","Mahurin, Shannon M.; Hillesheim, Patrick C.; Yeary, Joshua S.; Jiang, De-en; Dai, Sheng.",RSC Advances,RSC Adv.,2 (31),11813,2012,"Oak Ridge National Laboratory, Knoxville, TN, USA ; University of Tennessee, Knoxville, TN, USA","Dai, Sheng",dais@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
[bmim][B(CN)4],SILM,SILM,Porous hydrophilic polyethersulfone [PES],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Tetracyanoborate [B(CN)4],N%23C[B-](C%23N)(C%23N)C%23N,,,,,Porous hydrophilic polyethersulfone [PES] supported {[1-Butyl-3-methylimidazolium [bmim]] [Tetracyanoborate [B(CN)4]]},Porous hydrophilic polyethersulfone [PES],1-Butyl-3-methylimidazolium [bmim],Tetracyanoborate [B(CN)4],,,,N/A,N/A,1755,50,40,2,https://dx.doi.org/10.1039/c2ra22342b,"High CO2 solubility, permeability and selectivity in ionic liquids with the tetracyanoborate anion","Mahurin, Shannon M.; Hillesheim, Patrick C.; Yeary, Joshua S.; Jiang, De-en; Dai, Sheng.",RSC Advances,RSC Adv.,2 (31),11813,2012,"Oak Ridge National Laboratory, Knoxville, TN, USA ; University of Tennessee, Knoxville, TN, USA","Dai, Sheng",dais@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
[emmim][B(CN)4],SILM,SILM,Porous hydrophilic polyethersulfone [PES],"3-ethyl-1,2-dimethyl-imidazolium [emmim]",CCN1C=C[N+](C)=C1C,Tetracyanoborate [B(CN)4],N%23C[B-](C%23N)(C%23N)C%23N,,,,,"Porous hydrophilic polyethersulfone [PES] supported {[3-ethyl-1,2-dimethyl-imidazolium [emmim]] [Tetracyanoborate [B(CN)4]]}",Porous hydrophilic polyethersulfone [PES],"3-ethyl-1,2-dimethyl-imidazolium [emmim]",Tetracyanoborate [B(CN)4],,,,N/A,N/A,1721,80,46,5,https://dx.doi.org/10.1039/c2ra22342b,"High CO2 solubility, permeability and selectivity in ionic liquids with the tetracyanoborate anion","Mahurin, Shannon M.; Hillesheim, Patrick C.; Yeary, Joshua S.; Jiang, De-en; Dai, Sheng.",RSC Advances,RSC Adv.,2 (31),11813,2012,"Oak Ridge National Laboratory, Knoxville, TN, USA ; University of Tennessee, Knoxville, TN, USA","Dai, Sheng",dais@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
[C4MPyrr][B(CN)4],SILM,SILM,Porous hydrophilic polyethersulfone [PES],1-butyl-1-methylpyrrolidinium [Pyr14],C[N+]1(CCCC)CCCC1,Tetracyanoborate [B(CN)4],N%23C[B-](C%23N)(C%23N)C%23N,,,,,Porous hydrophilic polyethersulfone [PES] supported {[1-butyl-1-methylpyrrolidinium [Pyr14]] [Tetracyanoborate [B(CN)4]]},Porous hydrophilic polyethersulfone [PES],1-butyl-1-methylpyrrolidinium [Pyr14],Tetracyanoborate [B(CN)4],,,,N/A,N/A,1633,60,38,2,https://dx.doi.org/10.1039/c2ra22342b,"High CO2 solubility, permeability and selectivity in ionic liquids with the tetracyanoborate anion","Mahurin, Shannon M.; Hillesheim, Patrick C.; Yeary, Joshua S.; Jiang, De-en; Dai, Sheng.",RSC Advances,RSC Adv.,2 (31),11813,2012,"Oak Ridge National Laboratory, Knoxville, TN, USA ; University of Tennessee, Knoxville, TN, USA","Dai, Sheng",dais@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
[C4mpip][B(CN)4],SILM,SILM,Porous hydrophilic polyethersulfone [PES],1-butyl-1-methylpiperidinium [C4mpip],C[N+]1(CCCC)CCCCC1,Tetracyanoborate [B(CN)4],N%23C[B-](C%23N)(C%23N)C%23N,,,,,Porous hydrophilic polyethersulfone [PES] supported {[1-butyl-1-methylpiperidinium [C4mpip]] [Tetracyanoborate [B(CN)4]]},Porous hydrophilic polyethersulfone [PES],1-butyl-1-methylpiperidinium [C4mpip],Tetracyanoborate [B(CN)4],,,,N/A,N/A,961,25,37,5,https://dx.doi.org/10.1039/c2ra22342b,"High CO2 solubility, permeability and selectivity in ionic liquids with the tetracyanoborate anion","Mahurin, Shannon M.; Hillesheim, Patrick C.; Yeary, Joshua S.; Jiang, De-en; Dai, Sheng.",RSC Advances,RSC Adv.,2 (31),11813,2012,"Oak Ridge National Laboratory, Knoxville, TN, USA ; University of Tennessee, Knoxville, TN, USA","Dai, Sheng",dais@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
[(N11)2CH][Tf2N],SILM,SILM,Porous hydrophilic polyethersulfone [PES],N-((dimethylamino)methylene)-N-methylmethanaminium [(N11)2CH],C/[N+](C)=C/N(C)C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,{[N-((dimethylamino)methylene)-N-methylmethanaminium [(N11)2CH]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} Room temperature ionic liquid,N-((dimethylamino)methylene)-N-methylmethanaminium [(N11)2CH],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,,N/A,N/A,1882,65,28,4,https://dx.doi.org/10.1016/j.memsci.2012.01.042,Ring-opened heterocycles: Promising ionic liquids for gas separation and capture,"Mahurin, Shannon M.; Yeary, Joshua S.; Baker, Sheila N.; Jiang, De-en; Dai, Sheng; Baker, Gary A.",Journal of Membrane Science,J. Membr. Sci.,401-402,61-67,2012,"Oak Ridge National Laboratory, Oak Ridge, TN, USA ; University of Missouri-Columbia, Columbia, MO, USA","Mahurin, Shannon M.",mahurinsm@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
[(N111)2CH][Tf2N],SILM,SILM,Porous hydrophilic polyethersulfone [PES],(E)-N-((((dimethylamino)methylene)amino)methylene)-N-methylmethanaminium [(N111)2CH],C/[N+](C)=C/N=C/N(C)C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,{[(E)-N-((((dimethylamino)methylene)amino)methylene)-N-methylmethanaminium [(N111)2CH]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} Room temperature ionic liquid,(E)-N-((((dimethylamino)methylene)amino)methylene)-N-methylmethanaminium [(N111)2CH],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,,N/A,N/A,1777,46,29,4,https://dx.doi.org/10.1016/j.memsci.2012.01.042,Ring-opened heterocycles: Promising ionic liquids for gas separation and capture,"Mahurin, Shannon M.; Yeary, Joshua S.; Baker, Sheila N.; Jiang, De-en; Dai, Sheng; Baker, Gary A.",Journal of Membrane Science,J. Membr. Sci.,401-402,61-67,2012,"Oak Ridge National Laboratory, Oak Ridge, TN, USA ; University of Missouri-Columbia, Columbia, MO, USA","Mahurin, Shannon M.",mahurinsm@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
[(N111)2CH][C(CN)3],SILM,SILM,Porous hydrophilic polyethersulfone [PES],(E)-N-((((dimethylamino)methylene)amino)methylene)-N-methylmethanaminium [(N111)2CH],C/[N+](C)=C/N=C/N(C)C,Tricyanomethanide [C(CN)3],N%23C[C-](C%23N)C%23N,,,,,{[(E)-N-((((dimethylamino)methylene)amino)methylene)-N-methylmethanaminium [(N111)2CH]] [Tricyanomethanide [C(CN)3]]} Room temperature ionic liquid,(E)-N-((((dimethylamino)methylene)amino)methylene)-N-methylmethanaminium [(N111)2CH],Tricyanomethanide [C(CN)3],,,,,N/A,N/A,1760,31,45,8,https://dx.doi.org/10.1016/j.memsci.2012.01.042,Ring-opened heterocycles: Promising ionic liquids for gas separation and capture,"Mahurin, Shannon M.; Yeary, Joshua S.; Baker, Sheila N.; Jiang, De-en; Dai, Sheng; Baker, Gary A.",Journal of Membrane Science,J. Membr. Sci.,401-402,61-67,2012,"Oak Ridge National Laboratory, Oak Ridge, TN, USA ; University of Missouri-Columbia, Columbia, MO, USA","Mahurin, Shannon M.",mahurinsm@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
[emim][Tf2N],SILM,SILM,Porous hydrophilic polyethersulfone [PES],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,{[1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} Room temperature ionic liquid,1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,,N/A,N/A,1730,50,29,3,https://dx.doi.org/10.1016/j.memsci.2012.01.042,Ring-opened heterocycles: Promising ionic liquids for gas separation and capture,"Mahurin, Shannon M.; Yeary, Joshua S.; Baker, Sheila N.; Jiang, De-en; Dai, Sheng; Baker, Gary A.",Journal of Membrane Science,J. Membr. Sci.,401-402,61-67,2012,"Oak Ridge National Laboratory, Oak Ridge, TN, USA ; University of Missouri-Columbia, Columbia, MO, USA","Mahurin, Shannon M.",mahurinsm@ornl.gov,"Oak Ridge National Laboratory, Knoxville, TN"
50-(3:1)-TAEA,PIL-BCP (free IL),PIL-CP,tris(2-aminoethyl)amine [TAEA],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"1,3-bis(2-oxiranyl-ethyl)imidazolium [A]",[N+]1(CCC2CO2)=CN(CCC3CO3)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"(3:1) monomer stochiometry of ([1,3-bis(2-oxiranyl-ethyl)imidazolium [A]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) : (tris(2-aminoethyl)amine [TAEA]) and 50 wt% {[1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]}","1,3-bis(2-oxiranyl-ethyl)imidazolium [A]",tris(2-aminoethyl)amine [TAEA],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,2,125,5,28,,https://dx.doi.org/10.1021/ie5035122,"Effect of Monomer Structure on Curing Behavior, CO2 Solubility, and Gas Permeability of Ionic Liquid-Based Epoxy-Amine Resins and Ion-Gels","McDanel, William M.; Cowan, Matthew G.; Barton, Jason A.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,54 (16),4396-4406,2014,"University of Colorado at Boulder, Boulder, CO, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, CO, USA"
