Abbreviation,Type_cond,Type,Support/Copolymer/metal-organic framework (MOF),IL Cation name,IL Cation SMILE,IL Anion name,IL Anion SMILE,PIL Monomer Cation name,PIL Monomer Cation SMILE,PIL Anion name,PIL Anion SMILE,Full Name,Material 1,Material 2,Material 3,Material 4,Material 5,Material 6,Temperatures (degC),Pressures (bar),P,P(CO2) Error,alph,alphErr,DOI URL,Article Title,Authors,Journal,J_abb,Volume,Page,Year,Institutions,Corresponding Author,Corresponding Author Email,Corresponding Author Institution
SAPO-34–[C2mim][Tf2N] composite,MMM,MMM,Silicoaluminophosphate zeolite [SAPO 34],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophilic polyethersulfone [PES] supported {Silicoaluminophosphate zeolite [SAPO 34] and ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) composite},Silicoaluminophosphate zeolite [SAPO 34],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],Porous hydrophilic polyethersulfone [PES],,,23,1-1.5,477,1.4,19,0.1,https://dx.doi.org/10.1016/j.memsci.2009.12.018,A three-component mixed-matrix membrane with enhanced CO2 separation properties based on zeolites and ionic liquid materials,"Hudiono, Yeny C.; Carlisle, Trevor K.; Bara, Jason E.; Zhang, Yanfeng; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,350 (1-2),117-123,2010,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
SAPO-34–poly(RTIL)composite,MMM (PIL),MMM,Silicoaluminophosphate zeolite [SAPO 34],-,-,-,-,3-(4-(sec-butyl)benzyl)-1-methyl-1H-imidazol-3-ium,C=CC1=CC=C(C[N+]2=CN(C)C=C2)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Silicoaluminophosphate zeolite [SAPO 34] and poly([3-(4-(sec-butyl)benzyl)-1-methyl-1H-imidazol-3-ium] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) composite supported by (Porous hydrophilic polyethersulfone [PES]),Silicoaluminophosphate zeolite [SAPO 34],3-(4-(sec-butyl)benzyl)-1-methyl-1H-imidazol-3-ium,bis(trifluoromethylsulfonyl)imide [Tf2N],Porous hydrophilic polyethersulfone [PES],,,24,1-1.6,13.9,0.3,35,2.6,https://dx.doi.org/10.1016/j.memsci.2009.12.018,A three-component mixed-matrix membrane with enhanced CO2 separation properties based on zeolites and ionic liquid materials,"Hudiono, Yeny C.; Carlisle, Trevor K.; Bara, Jason E.; Zhang, Yanfeng; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,350 (1-2),117-123,2010,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
SAPO-34–poly(RTIL)–[C2mim][Tf2N] composite,MMM (PIL),MMM,Silicoaluminophosphate zeolite [SAPO 34],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,3-(4-(sec-butyl)benzyl)-1-methyl-1H-imidazol-3-ium,C=CC1=CC=C(C[N+]2=CN(C)C=C2)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Silicoaluminophosphate zeolite [SAPO 34] and poly([3-(4-(sec-butyl)benzyl)-1-methyl-1H-imidazol-3-ium] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) and ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) composite,Silicoaluminophosphate zeolite [SAPO 34],1-Ethyl-3-methylimidazolium [emim],3-(4-(sec-butyl)benzyl)-1-methyl-1H-imidazol-3-ium,bis(trifluoromethylsulfonyl)imide [Tf2N],,,25,1-1.7,72,0.71,30,0.2,https://dx.doi.org/10.1016/j.memsci.2009.12.018,A three-component mixed-matrix membrane with enhanced CO2 separation properties based on zeolites and ionic liquid materials,"Hudiono, Yeny C.; Carlisle, Trevor K.; Bara, Jason E.; Zhang, Yanfeng; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,350 (1-2),117-123,2010,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
i-Propyl,PIL,PIL,,,,,,1-isopropyl-3-styrene-imidazolium,C=CC1=CC=C(C=C1)CN2C=[N+](C=C2)C(C)C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-isopropyl-3-methylimidazolium [ipmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) supported by Porous Nylon membrane,1-isopropyl-3-methylimidazolium [ipmim],bis(trifluoromethylsulfonyl)imide [Tf2N],Porous Nylon membrane,,,,20,3,10.4,0.2,30,,https://dx.doi.org/10.1016/j.seppur.2015.02.009,Effect of branched and cycloalkyl functionalities on CO2 separation performance of poly(IL) membranes,"Jeffrey Horne, W.; Andrews, Mary A.; Shannon, Matthew S.; Terrill, Kelsey L.; Moon, Joshua D.; Hayward, Spenser S.; Bara, Jason E.",Separation and Purification Technology,Sep. Purif. Technol.,155,89-95,2015,"University of Alabama, Tuscaloosa, AL, USA","Bara, Jason E.",jbara@eng.ua.edu,"University of Alabama, Tuscaloosa, AL, USA"
sec-Butyl,PIL,PIL,,,,,,1-sec-butyl-3-styrene-imidazolium,C=CC1=CC=C(C=C1)CN2C=[N+](C=C2)C(C)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-sec-butyl-3-methylimidazolium] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) supported by Porous Nylon membrane,1-sec-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide [Tf2N],Porous Nylon membrane,,,,20,3,13.6,0.1,25,,https://dx.doi.org/10.1016/j.seppur.2015.02.009,Effect of branched and cycloalkyl functionalities on CO2 separation performance of poly(IL) membranes,"Jeffrey Horne, W.; Andrews, Mary A.; Shannon, Matthew S.; Terrill, Kelsey L.; Moon, Joshua D.; Hayward, Spenser S.; Bara, Jason E.",Separation and Purification Technology,Sep. Purif. Technol.,155,89-95,2015,"University of Alabama, Tuscaloosa, AL, USA","Bara, Jason E.",jbara@eng.ua.edu,"University of Alabama, Tuscaloosa, AL, USA"
Methylcyclopropyl,PIL,PIL,,,,,,1-methylcyclopropyl-3-styrene-imidazolium,C=CC1=CC=C(C=C1)CN2C=[N+](C=C2)CC3CC3,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-methylcyclopropyl-3-methylimidazolium] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) supported by Porous Nylon membrane,1-methylcyclopropyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide [Tf2N],Porous Nylon membrane,,,,20,3,7.94,0.19,25,,https://dx.doi.org/10.1016/j.seppur.2015.02.009,Effect of branched and cycloalkyl functionalities on CO2 separation performance of poly(IL) membranes,"Jeffrey Horne, W.; Andrews, Mary A.; Shannon, Matthew S.; Terrill, Kelsey L.; Moon, Joshua D.; Hayward, Spenser S.; Bara, Jason E.",Separation and Purification Technology,Sep. Purif. Technol.,155,89-95,2015,"University of Alabama, Tuscaloosa, AL, USA","Bara, Jason E.",jbara@eng.ua.edu,"University of Alabama, Tuscaloosa, AL, USA"
Cyclopentyl,PIL,PIL,,,,,,1-cyclopentyl-3-styrene-imidazolium,C=CC1=CC=C(C=C1)CN2C=[N+](C=C2)C3CCCC3,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-cyclopentyl-3-methylimidazolium] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) supported by Porous Nylon membrane,1-cyclopentyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide [Tf2N],Porous Nylon membrane,,,,20,3,6.65,0.19,27,,https://dx.doi.org/10.1016/j.seppur.2015.02.009,Effect of branched and cycloalkyl functionalities on CO2 separation performance of poly(IL) membranes,"Jeffrey Horne, W.; Andrews, Mary A.; Shannon, Matthew S.; Terrill, Kelsey L.; Moon, Joshua D.; Hayward, Spenser S.; Bara, Jason E.",Separation and Purification Technology,Sep. Purif. Technol.,155,89-95,2015,"University of Alabama, Tuscaloosa, AL, USA","Bara, Jason E.",jbara@eng.ua.edu,"University of Alabama, Tuscaloosa, AL, USA"
Z32-P,No IL Membrane,No IL Membrane,,,,,,,,,,32/1 MeIM to Zn2+ ratio [Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8]] with [60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657]] mixed matrix membrane,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],,,,,30,2,288,8,21,1.5,https://dx.doi.org/10.1016/j.memsci.2016.11.065,"Ionic liquid-modified PebaxÆ 1657 membrane filled by ZIF-8 particles for separation of CO 2 from CH 4 , N 2 and H 2","Jomekian, Abolfazl; Bazooyar, Bahamin; Behbahani, Reza Mosayebi; Mohammadi, Toraj; Kargari, Ali.",Journal of Membrane Science,J. Membr. Sci.,524,652-662,2017,"Petroleum University of Technology (PUT), Ahvaz, Iran ; Iran University of Science and Technology (IUST), Narmak, Tehran, Iran ; Amirkabir University of Technology (AUT), Mahshahr, Iran","Behbahani, Reza Mosayebi",behbahani@put.ac.ir,"Petroleum University of Technology (PUT), Ahvaz, Iran"
Z32-IP,MMM,MMM,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],"1,3-Di-n-butyl-2-methylimidazolium",CCCC[N+]1=C(C)N(CCCC)C=C1,Chloride,[Cl-],,,,,"32/1 MeIM to Zn2+ ratio [Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8]] with {[60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657]] and [1,3-Di-n-butyl-2-methylimidazolium] [Chloride [Cl]] hybrid} mixed matrix membrane",Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],"1,3-Di-n-butyl-2-methylimidazolium",Chloride [Cl],,,30,2,261,7,36,1.7,https://dx.doi.org/10.1016/j.memsci.2016.11.065,"Ionic liquid-modified PebaxÆ 1657 membrane filled by ZIF-8 particles for separation of CO 2 from CH 4 , N 2 and H 2","Jomekian, Abolfazl; Bazooyar, Bahamin; Behbahani, Reza Mosayebi; Mohammadi, Toraj; Kargari, Ali.",Journal of Membrane Science,J. Membr. Sci.,524,652-662,2017,"Petroleum University of Technology (PUT), Ahvaz, Iran ; Iran University of Science and Technology (IUST), Narmak, Tehran, Iran ; Amirkabir University of Technology (AUT), Mahshahr, Iran","Behbahani, Reza Mosayebi",behbahani@put.ac.ir,"Petroleum University of Technology (PUT), Ahvaz, Iran"
[bmim][Tf2N]@ZIF-8/Pebax 1657,MMM,MMM,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,(15 wt% {[1-Butyl-3-methylimidazolium [bmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} of [Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8]]) into [60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657]] mixed matrix membrane,Zeolite imidazolate framework-8 (Zn(2-methylimidazole)2) [ZIF-8],60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Pebax?1657],1-Butyl-3-methylimidazolium [bmim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,25,1,104.9,,34.8,,https://dx.doi.org/10.1016/j.memsci.2016.03.050,Simultaneous enhancement of mechanical properties and CO 2 selectivity of ZIF-8 mixed matrix membranes: Interfacial toughening effect of ionic liquid,"Li, Hao; Tuo, Linghan; Yang, Kai; Jeong, Hae-Kwon; Dai, Yan; He, Gaohong; Zhao, Wei.",Journal of Membrane Science,J. Membr. Sci.,511,130-142,2016,"Dalian University of Technology, Dalian, China ; Texas A&M University, College Station, TX, United States ; Shenyang University of Technology, Liaoyang, China","He, Gaohong",hgaohong@dlut.edu.cn,"Dalian University of Technology, Dalian, China"
Pure 6FDA–MDA,No IL Membrane,No IL Membrane,,,,,,,,,,"[2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]]-[m-phenylenediamine [MDA]] copolyimide","2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]",m-phenylenediamine [MDA],"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",bis(trifluoromethylsulfonyl)imide [Tf2N],,,35,10,15.6,,44.5,,https://dx.doi.org/10.1016/j.eurpolymj.2012.11.016,Synthesis of room temperature ionic liquids based random copolyimides for gas separation applications,"Li, Pei; Coleman, Maria R.",European Polymer Journal,Eur. Polym. J.,49 (2),482-491,2013,"The University of Toledo, Toledo, OH, USA","Coleman, Maria R.",maria.coleman@utoledo.edu,"The University of Toledo, Toledo, OH, USA"
6FDA–MDA 8 mol% [C12(DAPIM)2][Tf2N]2 block,PIL-BCP,PIL-CP,"[2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]]-[m-phenylenediamine [MDA]] copolyimide",,,,,"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",NCCC[N+]1=CN(CCCCCCCCCCCC[N+]2=CN(CCCN)C=C2)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"Block copolyimide: (2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]) and (m-phenylenediamine [MDA] with 8 mol% [1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]",m-phenylenediamine [MDA],"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",bis(trifluoromethylsulfonyl)imide [Tf2N],,,35,10,7.4,,46.4,,https://dx.doi.org/10.1016/j.eurpolymj.2012.11.016,Synthesis of room temperature ionic liquids based random copolyimides for gas separation applications,"Li, Pei; Coleman, Maria R.",European Polymer Journal,Eur. Polym. J.,49 (2),482-491,2013,"The University of Toledo, Toledo, OH, USA","Coleman, Maria R.",maria.coleman@utoledo.edu,"The University of Toledo, Toledo, OH, USA"
6FDA–MDA 10 mol% [C12(DAPIM)2][Tf2N]2 random,PIL-BCP,PIL-CP,"[2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]]-[m-phenylenediamine [MDA]] copolyimide",,,,,"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",NCCC[N+]1=CN(CCCCCCCCCCCC[N+]2=CN(CCCN)C=C2)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"Random copolyimide: (2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]) and (m-phenylenediamine [MDA] with 10 mol% [1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]",m-phenylenediamine [MDA],"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",bis(trifluoromethylsulfonyl)imide [Tf2N],,,35,10,7.5,,44.2,,https://dx.doi.org/10.1016/j.eurpolymj.2012.11.016,Synthesis of room temperature ionic liquids based random copolyimides for gas separation applications,"Li, Pei; Coleman, Maria R.",European Polymer Journal,Eur. Polym. J.,49 (2),482-491,2013,"The University of Toledo, Toledo, OH, USA","Coleman, Maria R.",maria.coleman@utoledo.edu,"The University of Toledo, Toledo, OH, USA"
6FDA–MDA 20 mol% [C12(DAPIM)2][Tf2N]2 random,PIL-BCP,PIL-CP,"[2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]]-[m-phenylenediamine [MDA]] copolyimide",,,,,"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",NCCC[N+]1=CN(CCCCCCCCCCCC[N+]2=CN(CCCN)C=C2)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"Random copolyimide: (2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]) and (m-phenylenediamine [MDA] with 20 mol% [1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]","2,2-bis(3,4-carboxylyphenyl) hexafluoropropane dianhydride [6FDA]",m-phenylenediamine [MDA],"1,12-di[3-(3- aminopropyl) imidazolium] dodecane [C12(DAPIM)2]",bis(trifluoromethylsulfonyl)imide [Tf2N],,,35,10,3.5,,46,,https://dx.doi.org/10.1016/j.eurpolymj.2012.11.016,Synthesis of room temperature ionic liquids based random copolyimides for gas separation applications,"Li, Pei; Coleman, Maria R.",European Polymer Journal,Eur. Polym. J.,49 (2),482-491,2013,"The University of Toledo, Toledo, OH, USA","Coleman, Maria R.",maria.coleman@utoledo.edu,"The University of Toledo, Toledo, OH, USA"
[6FDA-Durene]-10wt% HKUST-1-20wt% [emim][Tf2N],MMM,MMM,"Copper benzene-1,3,5-tricarboxylate [HKUST-1]",1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,"([4,4?-(hexafluoroisopropylidene) diphthalic anhydride [6FDA]]-[2,3,5,6-tetramethyl-1,3-phenyldiamine [Durene]]) with 10 wt% (Copper benzene-1,3,5-tricarboxylate [HKUST-1]) and 20 wt% {[1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} mixed matrix membrane","4,4?-(hexafluoroisopropylidene) diphthalic anhydride [6FDA]","2,3,5,6-tetramethyl-1,3-phenyldiamine [Durene]","Copper benzene-1,3,5-tricarboxylate [HKUST-1]",1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,25,2,145,4.7,19.6,1.53,https://dx.doi.org/10.1021/acsami.6b11074,Ionic Liquids as the MOFs/Polymer Interfacial Binder for Efficient Membrane Separation,"Lin, Rijia; Ge, Lei; Diao, Hui; Rudolph, Victor; Zhu, Zhonghua.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,8 (46),32041-32049,2016,"The University of Queensland, Brisbane, Australia","Zhu, Zhonghua",z.zhu@uq.edu.au,"The University of Queensland, Brisbane, Australia"
Pebax?1074/[bmim][PF6],Polymer-IL,Polymer-IL,55% block ratio Poly(ethylene oxide) [PEO] 45% block ratio Poly[imino(1-oxododecamethylene)] [polyamide 12]   [Pebax?1074],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Hexafluorophosphate [PF6],F[P-](F)(F)(F)(F)F,,,,,55% block ratio Poly(ethylene oxide) [PEO] 45% block ratio Poly[imino(1-oxododecamethylene)] [polyamide 12]   [Pebax?1074] with 80 wt% {[1-Butyl-3-methylimidazolium [bmim]] [Hexafluorophosphate [PF6]]},55% block ratio Poly(ethylene oxide) [PEO] 45% block ratio Poly[imino(1-oxododecamethylene)] [polyamide 12]   [Pebax?1074],1-Butyl-3-methylimidazolium [bmim],Hexafluorophosphate [PF6],,,,25,2,104.26,,18.51,,https://dx.doi.org/10.1016/j.jngse.2017.07.024,Improved CO2/CH4 separation using a nanocomposite ionic liquid gel membrane,"Mahdavi, Hamid Reza; Azizi, Navid; Arzani, Mehran; Mohammadi, Toraj.",Journal of Natural Gas Science and Engineering,J. Nat. Gas Eng.,46,275-288,2017,"Iran University of Science and Technology (IUST), Narmak, Tehran, Iran","Mohammadi, Toraj",torajmohammadi@iust.ac.ir,"Iran University of Science and Technology (IUST), Narmak, Tehran, Iran"
Pebax?1074/[bmim][PF6]/SiO2,Polymer-IL,Polymer-IL,55% block ratio Poly(ethylene oxide) [PEO] 45% block ratio Poly[imino(1-oxododecamethylene)] [polyamide 12]   [Pebax?1074],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Hexafluorophosphate [PF6],F[P-](F)(F)(F)(F)F,,,,,55% block ratio Poly(ethylene oxide) [PEO] 45% block ratio Poly[imino(1-oxododecamethylene)] [polyamide 12]   [Pebax?1074] with 80 wt% {[1-Butyl-3-methylimidazolium [bmim]] [Hexafluorophosphate [PF6]]} and 8 wt% [Silica nanoparticles [SiO2]],55% block ratio Poly(ethylene oxide) [PEO] 45% block ratio Poly[imino(1-oxododecamethylene)] [polyamide 12]   [Pebax?1074],1-Butyl-3-methylimidazolium [bmim],Hexafluorophosphate [PF6],Silica nanoparticles [SiO2],,,25,2,153.64,,19.08,,https://dx.doi.org/10.1016/j.jngse.2017.07.024,Improved CO2/CH4 separation using a nanocomposite ionic liquid gel membrane,"Mahdavi, Hamid Reza, Azizi, Navid, Arzani, Mehran, Mohammadi, Toraj",Journal of Natural Gas Science and Engineering,J. Nat. Gas Eng.,46,275-288,2017,"Iran University of Science and Technology (IUST), Narmak, Tehran, Iran","Mohammadi, Toraj",torajmohammadi@iust.ac.ir,"Iran University of Science and Technology (IUST), Narmak, Tehran, Iran"
PES,No IL Membrane,No IL Membrane,,,,,,,,,,Polyethersulfone [PES],Polyethersulfone [PES],,,,,,25,5,2.86,,13.8,,https://dx.doi.org/10.1016/j.jiec.2017.05.022,"Synthesis, characterization, and CO2 separation performance of polyether sulfone/[EMIM][Tf2N] ionic liquid-polymeric membranes (ILPMs)","Mannan, H.A.; Mohshim, D.F.; Mukhtar, H.; Murugesan, T.; Man, Z.; Bustam, M.A.",Journal of Industrial and Engineering Chemistry,J. Ind. Eng. Chem.,54,98-106,2017,"Universiti Teknologi PETRONAS, Bandar Seri Iskandar, Perak, Malaysia","Mukhtar, H.",hilmi_mukhtar@utp.edu.my,"Universiti Teknologi PETRONAS, Bandar Seri Iskandar, Perak, Malaysia"
PES-IL-50,Polymer-IL,Polymer-IL,Polyethersulfone [PES],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Polyethersulfone [PES] with 50 wt% {[1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]},Polyethersulfone [PES],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,25,5,355.76,,49.09,,https://dx.doi.org/10.1016/j.jiec.2017.05.022,"Synthesis, characterization, and CO2 separation performance of polyether sulfone/[EMIM][Tf2N] ionic liquid-polymeric membranes (ILPMs)","Mannan, H.A.; Mohshim, D.F.; Mukhtar, H.; Murugesan, T.; Man, Z.; Bustam, M.A.",Journal of Industrial and Engineering Chemistry,J. Ind. Eng. Chem.,54,98-106,2017,"Universiti Teknologi PETRONAS, Bandar Seri Iskandar, Perak, Malaysia","Mukhtar, H.",hilmi_mukhtar@utp.edu.my,"Universiti Teknologi PETRONAS, Bandar Seri Iskandar, Perak, Malaysia"
50-(3:1)-TAEA,PIL-BCP (free IL),PIL-CP,tris(2-aminoethyl)amine [TAEA],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"1,3-bis(2-oxiranyl-ethyl)imidazolium [A]",[N+]1(CCC2CO2)=CN(CCC3CO3)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"(3:1) monomer stochiometry of ([1,3-bis(2-oxiranyl-ethyl)imidazolium [A]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]) : (tris(2-aminoethyl)amine [TAEA]) and 50 wt% {[1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]}","1,3-bis(2-oxiranyl-ethyl)imidazolium [A]",tris(2-aminoethyl)amine [TAEA],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,2,125,5,18,,https://dx.doi.org/10.1021/ie5035122,"Effect of Monomer Structure on Curing Behavior, CO2 Solubility, and Gas Permeability of Ionic Liquid-Based Epoxy-Amine Resins and Ion-Gels","McDanel, William M.; Cowan, Matthew G.; Barton, Jason A.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,54 (16),4396-4406,2014,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
